Team 1,Team 2,Winner,Margin,Ground,Match Date,odi_id,match_link,match_id,T1_P1_Bat_Avg_SR,T2_Rel_bat_strength,T1_P6_Bat_Avg_SR,T1_P5_Bat_Avg_SR,T1_P2_Bat_Avg_SR,T1_P4_Bat_Avg_SR,T1_Rel_bat_strength,T2_P2_Bat_Avg_SR,T1_Batsman3_impact_factor,T2_P5_Bat_Avg_SR,T2_P4_Bat_Avg_SR,T1_Batsman4_impact_factor,T2_P6_Bat_Avg_SR,T1_Batsman2_form_index,T1_P2_Bowl_avg_T1_P2_Bowl_SR,T1_P3_Bat_Avg_SR,T2_P3_Bat_Avg_SR,T2_P1_Bowl_avg_T2_P1_Bowl_SR,T1_P1_Bowl_avg_T1_P1_Bowl_SR,T2_Bowler1_impact_factor,T2_P1_Bat_Avg_SR,T1_Batsman1_impact_factor,T1_P4_Bowl_avg_T1_P4_Bowl_SR,T1_Bowler1_impact_factor,T2_Batsman4_impact_factor,T2_P1_Bowl_eco,T1_Batsman5_impact_factor,T2_Batsman3_form_index,T2_P2_Bowl_avg_T2_P2_Bowl_SR,T2_P3_Bowl_eco,T1_P4_Bowl_eco,T2_Batsman5_impact_factor,T2_Bowler5_form_index,T1_P2_Bowl_eco,T2_P4_Bowl_eco,T2_P5_Bowl_avg_T2_P5_Bowl_SR,T2_Batsman2_impact_factor,T2_Batsman3_impact_factor,T1_Bowler3_impact_factor,T2_P2_Bowl_eco,T1_Batsman3_form_index,T1_P3_Bowl_eco,T1_Batsman2_impact_factor,T1_Batsman1_form_index,T1_Bowler1_form_index,T1_Rel_bowl_strength,T1_P7_Bat_Avg_SR,T2_Bowler4_impact_factor,T2_Bowler3_impact_factor,T2_Rel_bowl_strength,T2_Bowler2_impact_factor,T1_Bowler3_form_index,T1_P3_Bowl_avg_T1_P3_Bowl_SR,T2_Bowler1_form_index,T2_Batsman1_impact_factor,T1_Batsman5_form_index,T1_Bowler2_form_index,T2_P7_Bat_Avg_SR,T2_P8_11_Bat_Avg_SR,T1_Bowler2_impact_factor,T1_P8_11_Bat_Avg_SR,T2_Batsman4_form_index,T2_Batsman2_form_index,T2_P4_Bowl_avg_T2_P4_Bowl_SR,T1_P1_Bowl_eco,T1_Bowler4_impact_factor,T2_Bowler3_form_index,T2_P5_Bowl_eco,T1_Batsman4_form_index,T2_Batsman1_form_index,T2_Bowler4_form_index,T1_Bowler4_form_index,T1_Bowler5_form_index,T2_Batsman5_form_index,T2_P3_Bowl_avg_T2_P3_Bowl_SR,T1_P5_Bowl_eco,T2_Bowler2_form_index,T1_P5_Bowl_avg_T1_P5_Bowl_SR,dep_var
New Zealand,Australia,New Zealand,6 runs,Auckland,30-Jan-17,3829,/wi/engine/match/1020013.html,1020013,36.79512741,494.2447403,21.07836046,23.88817033,26.63091164,28.07929227,575.8601546,31.17709438,10.74740115,34.81254623,42.88209612,10.78903613,38.33370536,1.514960927,747.9872397,35.41186854,40.05232558,480.822784,1179.300392,1693.45369,29.97919272,10.69576166,1030.946667,883.2643729,13.05000751,4.770331815,12.5642222,1.369885951,795.6923078,5.479262673,6.492440605,10.69242508,0.727407541,4.887884268,5.492399207,1580.487901,9.772952815,11.75848674,600.7304883,4.662259615,1.065106497,6.764705882,11.47928929,1.7569249,1.044075385,499.4448699,26.27712032,926.3634533,1347.825984,566.4885778,1092.493181,0.670736857,1876.8,0.500465758,10.2721037,2.117376941,0.481196499,3.2,3.273571366,1256.208941,3.406311593,0.724566208,0.974312193,1012.19901,5.33960177,1056.601001,0.608840058,5.526824034,2.253233807,0.813730411,1.209915481,0.932637393,1.070935277,0.947921746,671.9088541,5.192727273,0.669611579,1675.52,1
South Africa,Sri Lanka,South Africa,121 runs,Durban,1-Feb-17,3830,/wi/engine/match/936161.html,936161,45.8463835,394.7277433,37.88348869,32.68250573,41.2645909,53.76691589,644.6671366,26.35282141,10.38550347,25.84802796,25.76560122,10.53688254,12.62626263,0.636539463,908.7966671,36.01599467,34.75567388,1403.845255,746.4049585,852.3798218,24.23936341,10.63196391,1364.28125,1259.811766,10.84617994,4.855693069,10.17641511,0.890380026,989.160178,5.464968153,5.899328859,11.07004754,1.143071931,5.596107056,4.787671233,589.3333334,10.04962292,10.23772984,720.6882573,5.45432498,2.811694458,5.719298246,10.64284257,1.740638923,0.733588071,598.5859132,18.05,329.4473635,809.4085404,449.0508619,1248.025545,0.971951195,1376.444444,0.706761647,10.8381365,1.31717171,0.450928168,13.06122449,3.448597253,1108.409322,17.04267678,2.231151363,1.006201224,2721.44,5.162037037,715.7971684,0.859029426,5.230769231,1.882460724,1.106089888,0.727391296,0.687029262,0.941492691,1.279531363,2020.59,4.614574188,0.831751336,690.9722992,1
South Africa,Sri Lanka,South Africa,7 wickets,Johannesburg,4-Feb-17,3831,/wi/engine/match/936163.html,936163,45.61209756,458.9417742,29.19481532,32.44010333,40.83516585,53.44519136,735.8024428,23.56692506,10.35550313,25.87342866,25.89270895,10.53648754,12.84444444,0.610481224,1354.238227,36.68888922,33.77977044,977.2892564,771.2237037,1268.220432,24.22650614,10.62463608,1248.246914,1197.036432,11.06876031,5.492050874,10.12467113,0.947419642,1832.727273,5.129032258,5.850931677,10.84829927,1.143071931,5.658333333,5.173913043,541.3333332,10.05412348,10.33227749,579.5610425,5.43030303,2.830068024,5.222222222,10.63997195,1.635052697,0.737810267,477.4570087,19.55802469,685.9410431,1312.749422,357.6614927,869.9520457,0.797477103,2538,0.815918106,10.83876568,1.253037013,0.680651788,28.02916667,0.218163452,741.0493827,16.04079241,1.269171034,1.061499543,1026.375,5.1875,870.4332395,1.416614856,4.142857143,1.384193022,1.012840967,1.311391345,0.956972183,0.621723786,2.250486854,1848.375,4.589048991,0.840732793,684.4069558,1
New Zealand,Australia,New Zealand,24 runs,Hamilton,5-Feb-17,3832,/wi/engine/match/1020017.html,1020017,26.12632509,497.235452,25.21289199,26.10196078,18.86858974,23.24520009,513.003008,30.77156713,10.76886405,32.80754432,42.35527858,10.79907185,184.4262295,1.570589493,749.2906666,35.22575305,29.03225806,494.1044344,1191.856,1665.494124,29.6160904,11.49454077,1116.395556,878.035021,10.68229419,4.791959158,12.73276694,0.664700094,823.0274119,5.557522124,6.59623431,11.74359984,0.743774521,4.924977935,5.484650555,1580.487901,9.772339496,12.78953831,723.2839761,4.667053364,1.03343923,6.227272727,9.812589991,1.337099587,0.969483207,514.8546809,24.1676563,928.4380158,1295.150582,620.1278128,1043.844644,0.615291599,1476.244898,0.495310766,10.27119881,2.082039872,0.482207397,36.89130763,9.244649238,1287.245197,4.087049657,1.032152424,1.028046256,1012.587193,5.350109409,991.3276203,0.612658384,5.526824034,1.951357576,0.689370079,1.112024945,0.984911724,0.796609125,1.300840738,681.2544,5.151724138,0.670002172,1473.673469,1
South Africa,Sri Lanka,South Africa,40 runs,Cape Town,7-Feb-17,3833,/wi/engine/match/936165.html,936165,45.39736349,391.5196274,29.19481532,32.60500948,40.31270127,53.80496145,673.108307,22.31332745,10.34670892,31.99291573,4.166666667,10.52645428,9.423076923,0.63428571,890.0576131,36.50592613,31.1873053,1416.071006,753.5473064,850.575011,24.2093094,10.6203307,677.3951452,1239.690244,11.05741872,4.875921376,10.11792084,1.203464227,2352,3.75,4.55190017,10.0495283,1.143071931,5.597122302,5.396648045,1653,10.75689446,10.67402656,1156,6.125,2.660123858,4.52,10.63185875,1.34420556,0.670561836,553.3567621,11.25,739.1917994,3906.25,376.7267922,976.5625,0.688387643,678,0.711923158,10.0392317,1.489525534,0.458258276,25.95159774,0.358552632,1154.152617,3.474317423,1.111071717,1.008666497,2143.561984,5.199134199,1108.591586,1.283784541,5.24137931,1.777603098,1.069107219,1.311391345,0.921238999,0.941492691,2.07625876,360,4.185185185,0.971358402,508.4999999,1
South Africa,Sri Lanka,South Africa,88 runs,Centurion,10-Feb-17,3834,/wi/engine/match/936167.html,936167,45.00995052,364.5061623,30.83323249,32.4787057,40.63936496,53.87884299,626.6662222,20.40864632,10.34001992,31.6097561,34.81578947,10.52419348,14.4,0.629989622,846.5528027,38.61411319,35.10899758,1001.172542,750.2873801,1232.692289,24.79925488,10.61275552,989.0909091,1249.426119,10.10987693,5.468652038,10.11834506,1.22217161,1220,6,5.795454545,10.79149999,1.143071931,5.612827532,6.833333333,1900.508875,12.80841257,11.13945788,733.5069444,8.133333333,2.570839074,5.6015625,10.6317954,1.054313352,0.452840327,604.4933011,19.55802469,1275.510204,479.8185941,419.9495532,2177.777778,0.903662876,1376.64,0.876866447,10.54153205,1.39911367,0.671112503,23.00536968,2.94725689,1200.621145,17.07752389,1.063640276,0.840523155,1476,5.2125,1221.025956,2.419049515,5.407035176,1.935931416,1.189346953,1.00365212,0.674768596,0.941492691,0.960512166,1764,4.602900167,2.990354087,685.0754166,1
Zimbabwe,Afghanistan,Afghanistan,12 runs,Harare,16-Feb-17,3835,/wi/engine/match/1079246.html,1079246,12.7197658,412.2063257,25.17549375,12.8791894,28.44641907,12.89605263,386.6607192,32.82235714,11.86085544,12.69688555,13.00096618,10.90684418,25.71552138,0.94699177,1430.239612,35.02702703,20.57823129,700.6035156,1892.692062,1011.311596,17.57325157,10.61231376,1412.128636,561.6134137,5.435350649,3.787992495,10.03737417,0.992218299,0,5.377837116,4.734681182,8.386422976,1.244309128,5.131274131,5.966292135,1630.148708,4.815934562,6.073106543,820.1635478,6,1.141969881,6.478873239,9.503137481,0.931030208,0.819363438,415.4608732,10.49040123,853.4275975,514.7131946,512.4899518,1636.521147,1.021654659,1959.6,0.734517031,4.253576876,0.417434828,0.897158073,19.958981,10.97709895,846.0087225,0.656843891,1.167841646,1.467435345,1555.851852,5.418312388,597.6998372,0.675337773,4.283894449,0.79877938,1.066175327,1.037269438,1.180309776,1.346393117,1.104117209,923.5628571,5.097478992,0.860649183,2274.272212,0
New Zealand,South Africa,South Africa,4 wickets,Hamilton,19-Feb-17,3836,/wi/engine/match/1020031.html,1020031,25.39907031,667.1649522,23.81124498,15.53308824,22.39822729,22.45635829,506.0109505,41.89586957,10.79865039,32.27054951,53.66868551,10.8607343,31.22749274,1.48597323,671.1047096,35.75440204,38.69876701,815.9100374,1211.8768,1151.471111,45.9426721,11.49454077,1417.911111,862.8640751,10.52157852,5.224,12.73553989,2.778854042,1075.25,5.847715736,5.144262295,10.11551597,1.728957563,4.883061049,4.620954471,1066.833333,10.59153745,10.32389202,955.0257411,5.420289855,0.987843919,6.579055441,10.85820025,1.123251984,0.968111152,523.8293751,27.10415995,1094.110755,974.5806385,530.1711351,904.3530771,0.980750119,1155.813333,0.745297127,10.55056361,1.597245686,0.480615278,19.78321256,9.686174665,1360.677348,3.270795328,1.706111398,0.787152516,699.2669898,5.345986985,604.6761623,0.98464815,4.675675676,2.108776533,1.23526014,0.553797126,0.962421563,1.070935277,1.369304008,1250.380165,5.569331158,0.648967167,2063.887574,0
Zimbabwe,Afghanistan,Afghanistan,54 runs,Harare,19-Feb-17,3837,/wi/engine/match/1079247.html,1079247,20.97489718,407.7593654,17.04347826,11.54401154,12.88938368,34.10526316,375.9101741,32.27517339,11.86085544,13.16422699,12.70524017,10.90996384,25.29573964,1.010315437,1339.27,29.03302641,20.31510989,694.4352617,1852.5024,1037.357145,17.66902769,9.543732477,2579.64,564.0974065,5.445073362,3.777372263,11.21881021,1.013282984,0,5.368560106,6.240963855,8.368918464,1.244309128,5.072864322,5.602040816,1621.8,4.272512101,6.211482957,1275.510204,6,1.414213562,5.571428571,8.946490599,1.162499888,0.749116426,416.6479409,12.8791894,890.8397543,522.1751952,518.0790876,1602.114304,0.896446706,1638,0.754826596,4.949632958,0.417434828,0.999958033,19.45461121,10.82703867,834.8905331,2.657725921,1.207576944,1.423092923,1434.72,5.402116402,600.1516105,0.985088014,4.27672956,1.050842884,1.127605708,0.802550045,1.180309776,1.346393117,1.142969646,941.7697959,4.73221374,0.720651511,1355.443839,0
Zimbabwe,Afghanistan,Zimbabwe,3 runs,Harare,21-Feb-17,3838,/wi/engine/match/1079248.html,1079248,12.50703364,418.8434094,20.09782609,12.69236742,28.86084642,17.1875,356.4783104,32.52768626,9.537765254,20.57295748,12.93768905,11.04723831,25.41668234,1.153485417,1234.756084,14.53063063,21.61335013,688.8816328,1863.224377,996.9423857,17.3595474,10.70655803,3374.4,556.1190214,5.509509033,3.788927336,11.38417395,1.083439584,0,7.333333333,6.231578947,5.766275796,1.244309128,5.01937046,5.509090909,1539.552261,4.441300923,6.474446509,1615.724721,6,1.087171714,4.823529412,9.585443217,0.992481369,0.749025604,418.5626324,10.7611413,968.052192,1101.033058,477.237544,537.9993431,0.993412155,929.3333332,0.689582771,5.004023325,38.89087297,1.572947979,20.24475755,5.735850982,876.1886685,2.648511099,1.268532637,1.53389296,1234.444445,5.40625,646.5468915,0.934773545,4.275862069,0.952644615,1.043088725,5.074659982,0.917651684,0.935046481,0.592712939,0,4.713643178,0.75194947,1331.763451,1
New Zealand,South Africa,New Zealand,6 runs,Christchurch,22-Feb-17,3839,/wi/engine/match/1020033.html,1020033,22.61769231,788.7789444,23.80637544,28.1637931,24.66279716,21.54696592,587.2834414,42.34000103,10.79844834,31.98492891,53.90963923,10.86072143,40.37672762,0.955166955,682.5080309,35.492509,38.37678026,838.8633902,1200.279086,1212.960761,45.80935317,10.85046942,3740,872.3315411,10.52310013,5.639861485,12.61510456,2.069978201,898.8520408,5.090909091,6.233333333,10.11568989,1.728957563,4.910472973,5.830188679,717.9017826,10.59306844,10.32598851,955.0257411,5.586206897,1.134681462,6.579055441,11.49454077,1.570132421,0.970088642,451.3381126,25.8622695,1069.33256,1285.83818,434.399273,1236.744058,0.493713221,1155.813333,2.244130364,10.55800999,1.004735986,0.752511886,19.4045,22.17968889,1359.142808,3.375781413,1.504121893,0.80107138,1443.702479,5.357258209,493.8271605,0.633492557,4.636659436,1.891875176,1.145085684,0.621142401,1.111620506,1.005727233,1.177541058,678.857143,5.129952456,0.631081815,1416.959417,1
Zimbabwe,Afghanistan,Zimbabwe,7 wickets,Harare,24-Feb-17,3840,/wi/engine/match/1079249.html,1079249,11.62632696,395.8845701,13.24029084,11.56013746,28.20617692,13.54578755,349.0955616,20.50596865,9.585443217,20.51240349,13.1472329,11.57712515,25.21126466,1.031555839,1142.412098,29.46944444,12.87878788,1134,1752.774876,1622.299383,32.31912012,10.73030239,3374.4,576.4958037,8.372388508,5.25,9.54119817,1.230734959,801.390625,4.268995633,6.231578947,5.867026217,1.244309128,4.948598131,4.016842105,1575.930773,6.539635587,5.537697146,1736.111111,5.432773109,0.95106324,5.409090909,11.05285308,0.989432147,0.744654664,427.4144859,10.42497367,977.3850416,1678.244827,440.6782848,528.9330443,0.945503525,981.75,0.791515339,4.504646614,0.902437518,1.823895062,20.57142857,1.021170839,965.641104,1.595897714,1.165569176,1.167088778,522.6643598,5.401032702,637.3407643,0.749791455,4.807551127,1.241933227,1.557069247,5.074659982,0.917651684,1.00332855,0.720692193,1533.07889,4.712116701,0.88988627,1350.562719,1
New Zealand,South Africa,South Africa,159 runs,Wellington,25-Feb-17,3841,/wi/engine/match/1020035.html,1020035,22.94951822,696.5638099,28.1637931,27.57807646,24.1012317,20.60819753,518.6248877,42.44053366,10.82320785,31.93480863,53.83235196,10.8857256,39.9454285,0.895871751,672.4467819,36.16937838,38.0107838,792.6389849,1211.832543,1159.177277,45.5233898,11.00391453,1199.217778,869.4803318,10.52485057,5.20233463,12.61426617,1.842221025,851.7980371,4.837209302,6.580645161,10.12143088,1.728957563,4.944810544,5.949790795,733.0306371,10.59347859,10.32757654,498.4968949,5.648658859,1.147104987,6.339622642,11.49578402,1.658068539,0.892428589,507.3763451,25.8622695,1061.285336,1442.821946,541.2014347,1229.102409,0.782123406,2180.571429,0.677800945,10.56362239,0.959854777,0.483475606,44.94680851,25.43851515,1392.384021,3.961201446,1.611436965,0.817408457,1872.495868,5.364104385,920.6819882,0.590346662,4.660085379,2.383960468,1.233658797,0.568070285,1.005570005,0.999034724,1.264500104,662.5185186,5.794117647,2.237774967,2511.75,0
Zimbabwe,Afghanistan,Afghanistan,106 runs,Harare,26-Feb-17,3842,/wi/engine/match/1079250.html,1079250,12.99811321,410.4283614,13.24029084,11.56013746,27.56162491,15.42323097,349.3162493,31.55589902,9.586264519,20.15304252,13.20722557,11.55305319,24.89843528,1.115906406,1106.815972,23.08266129,19.25107614,738.1257144,1661.939173,919.0364897,16.87969385,11.03474774,2567.083333,599.438924,5.580833808,3.742524917,9.549320721,1.222528717,0,5.36610608,6.03960396,5.926819341,1.244309128,4.906002265,5.51417004,1473.595048,4.532822601,6.546072363,1618.443652,6,0.663411164,4.862068966,10.75230337,1.098802788,0.674799959,427.144458,10.42497367,1558.171745,556.671419,531.1309366,1536.477727,0.86235576,981.36,0.729864682,5.004023325,0.942419278,2.219083908,19.54657916,9.239843827,1009.12351,1.595897714,1.158276021,0.955967605,876.078125,5.371638834,643.106972,0.944469332,4.248629939,1.035143547,1.45040257,0.601065865,0.928875708,0.951324041,0.845142917,981.552245,4.666862342,0.71481397,1310.574829,0
New Zealand,South Africa,New Zealand,7 wickets,Hamilton,1-Mar-17,3843,/wi/engine/match/1020037.html,1020037,36.90975947,700.9439524,23.95188285,27.21216884,21.04954442,26.59393181,577.2002607,42.7638018,10.83412594,31.69093557,54.04761905,10.89163686,39.22285847,1.478541555,688.9432126,35.92724628,37.89512332,840.1080247,1224.72955,1157.358701,45.16653265,10.73958796,1738,865.6598103,10.51594373,5.621521336,12.60900323,1.791147029,784.7461729,5.6,5.386363636,10.11948272,1.728957563,4.938906752,4.406896552,731.5121953,10.59243342,10.32047831,920.6819882,5.153558052,1.202231999,6.580645161,11.0151771,1.389016523,0.832050844,515.0641009,36.54752066,1712.247325,1061.498439,572.4076301,1245.212566,1.044384295,1199.217778,0.701504466,10.54301149,1.608800768,0.495639874,18.18881119,11.0123204,1364.36406,2.656905914,1.934032429,0.825404676,428.9583334,5.377129809,1036.644858,2.285093838,4.667020148,2.276626381,1.445125721,0.556247713,1.027509982,0.887076494,1.274821106,1029.642857,4.998927039,0.677482407,1565.598702,1
West Indies,England,England,45 runs,North Sound,3-Mar-17,3845,/wi/engine/match/1027315.html,1027315,22.33488233,597.8069597,15.30594727,0.580645161,17.93866667,34.28333333,383.6168654,39.6483103,9.65918067,45.08986688,29.0115243,10.17012099,26.10456885,1.358134658,1063,44.01403509,33.10993694,989.0976677,635.260355,899.5736113,43.84037431,11.70610784,9792,1989.732169,11.03516977,5.090854752,8.24698127,1.384178661,1240.491124,5.962881131,5.647058824,10.72285975,3.040404638,5.517301038,6.15309842,2652.294754,10.87763849,9.893710141,723.0123457,5.718550107,0.771531303,5.66,10.85772669,1.555709423,0.55250049,416.7653052,11.11957219,808.4106837,992.6815538,573.0003548,1028.365671,1.328452619,1732.653061,0.872187679,11.08933896,2.121320344,0.660459684,29.88803419,9.288882421,1230.455888,4.783001068,2.277519196,1.975128765,1435.14876,5.475218659,1424.386616,0.686186353,5.036822507,1.208591494,1.340854069,1.44439282,0.647434239,1.594540418,2.148797231,1282.30965,4.181818182,0.476482496,694.4347826,0
New Zealand,South Africa,South Africa,6 wickets,Auckland,4-Mar-17,3846,/wi/engine/match/1020039.html,1020039,38.60977325,705.724387,23.95188285,27.23133143,19.45674148,26.59393181,581.1367638,42.17357752,10.83860443,31.53623376,54.5536815,10.90100124,38.5092068,1.369058484,712.9956402,35.97754037,37.94980333,801.8004116,1238.481415,1147.772268,45.13689297,10.77361335,1893.666667,860.9067967,10.5176152,5.152727273,12.60900323,1.654384371,1157.204082,4.75739645,5.369565217,10.1228462,1.728957563,4.98744113,5.74015748,733.29152,10.59322488,10.32750071,956.0318779,5.62195122,1.057064425,6.47553816,11.02404432,1.63682737,0.775321955,511.5751607,36.54752066,1067.474863,1260.460068,536.4802563,948.1893218,0.504078088,1173.013528,0.693546206,10.54301149,1.608800768,0.966089661,19.08652482,29.3461549,1315.058568,2.656905914,2.205235635,0.738222323,1460.87574,5.394055276,948.4614577,0.753646668,4.681628392,2.240617376,1.345918083,1.124663495,0.997091449,1.007877672,1.205167244,629.0555555,5.020790021,0.687279609,1529.698766,0
West Indies,England,England,4 wickets,North Sound,5-Mar-17,3848,/wi/engine/match/1027317.html,1027317,21.50777482,604.7688721,17.59896036,16.62295082,16.63372818,32.43959044,388.0843728,39.11984559,9.696593606,44.45581788,29.51698304,10.1595332,27.12820513,1.314271076,664.5022222,38.33014049,33.58031421,1022.40733,1111.365052,947.9012875,42.6031746,11.70402448,9792,1174.930635,11.00816981,5.096470588,9.953458487,1.350218199,1164.005354,5.937743191,5.647058824,10.72113536,3.040404638,5.523573201,6.15309842,2747.590049,10.87708539,9.904772553,635.4600694,5.709205021,0.772814524,5.64375,10.81154113,1.370277111,0.720309877,411.9676318,11.14982578,808.4106837,1040.22285,566.4041518,995.9593426,0.909637199,1965.714286,0.871702807,11.08306488,0.652451297,0.532265866,32.51052931,9.288882421,2062.016268,7.37346722,2.535074465,2.044171644,1435.14876,5.508030431,1354.64892,0.685709346,5.041073607,1.273678279,1.217636879,1.836266428,1.328452619,1.690151538,2.260293948,1179.429049,4.37007874,0.516397191,734.21875,0
West Indies,England,England,186 runs,Bridgetown,9-Mar-17,3849,/wi/engine/match/1027319.html,1027319,20.99292825,617.4027009,18.85803734,21.00512821,33.86719577,28.51875,378.3213372,34.21453294,10.73567647,28.72868552,33.35099588,10.17039731,43.58006823,0.725696369,1163.682526,17.58174098,40.00551181,1008.8848,837,916.9515054,43.00526712,11.68807763,15812,1736.111111,9.904941232,5.091647332,10.0960219,2.249733769,1194.762047,5.900847458,5.28358209,11.00736359,1.097905042,5.48557296,6.146778043,2745.397727,10.83427324,10.8536507,604.8400423,5.66872428,1.443626294,5.737804878,9.716256127,1.331082891,6.429232426,422.5989503,11.70570316,823.6489027,1070.066073,581.0208899,1021.477194,0.880256997,2099.646259,0.941540833,11.04388174,0.922735738,0.724173442,26.47509407,9.61927768,1117.53238,7.8153279,1.232717563,1.35296931,1421.082469,6.888888889,1641.646849,0.615981908,5.02580389,1.195397034,1.333334808,1.836266428,1.647552538,1.615445744,2.475346461,1117.869388,4.364963504,0.516723807,727.1538463,0
Afghanistan,Ireland,Afghanistan,30 runs,Greater Noida,15-Mar-17,3850,/wi/engine/match/1040491.html,1040491,17.45135371,512.3333333,19.87466063,13.14372856,31.32555419,12.40240084,465.8333333,29.859459,5.707332956,27.63303268,21.1581923,6.869019329,18.83713778,0.927516464,959.959532,19.90258796,27.14297908,1508.165681,655.6703599,700.9623963,20.64027134,4.598265869,1380.677776,1082.345701,6.198887769,4.609375,9.124643978,1.408318037,1849.2,5.250457038,4.24469914,5.831927511,1.06320017,5.343629344,4.443065693,2876.34375,5.451146424,7.969564122,573.8015287,6.865671642,1.209831873,5.47826087,5.239354395,1.28079174,0.716762115,477.2,25.3556839,1009.930443,571.4542597,446.4,966.8696319,0.926641438,808.899654,0.669428458,5.17076676,1.156901106,0.722527592,17.43005181,2.252446126,1571.301031,9.292603976,2.156235372,0.783788352,1357.290039,3.767100977,1722.414036,0.880057876,4.657084189,0.902244367,0.89809731,0.908224486,0.684532875,1.070696562,1.083181136,1163.691852,4.009960159,0.632886839,492.0993428,1
Afghanistan,Ireland,Afghanistan,34 runs,Greater Noida,17-Mar-17,3851,/wi/engine/match/1040493.html,1040493,17.93185995,507.0085958,26.08216501,20.08196182,31.57389726,13.03833567,486.4706574,30.1315334,7.111792735,18.52941176,20.8868105,6.008568536,16.42445235,0.968447976,902.3175113,22.04458375,26.69507613,1562.798354,666.54,688.4129007,21.67805637,4.701065692,1423.619292,1119.754494,6.073536292,4.653465347,5.576730492,1.422228637,2019.818182,4.493571429,4.244356659,6.785729669,0.689531303,5.358221477,5.007042254,2959.273438,5.566118509,7.97915226,1406.25,6.87012987,1.370818929,5.528571429,5.411998926,1.333410522,0.722759088,456.9559608,17.75081257,570.8686224,741.4754568,411.1837585,791.7767658,0.922441362,999.8615918,0.677019026,5.179666629,0.534175304,0.656819522,15.488,9.55422255,1611.429736,9.185134421,2.220749055,0.883679471,1678.038781,3.857142857,556.4486953,0.606383832,4.647118301,0.705902276,1.111514417,0.92496134,0.682392762,1.070696562,1.35221715,1389.727811,4.077504726,0.918832521,452.5294469,1
Afghanistan,Ireland,Ireland,6 wickets,Greater Noida,19-Mar-17,3852,/wi/engine/match/1040495.html,1040495,17.81258581,543.2696678,25.93684211,19.89347556,32.47106149,14.26339674,521.2628636,31.1964018,7.257953699,18.3753566,20.63584518,6.196543423,15.87878788,1.028418085,873.9773176,23.8479493,27.0738053,1733.925926,741.48,643.0713583,21.87544761,4.834788142,1485.66672,1040.738508,6.08957431,4.822966507,5.605800075,1.559604885,2251.125,4.493706294,4.297387437,6.104645132,0.911321555,5.367514356,5.175903614,1785.98892,5.83862494,8.096024767,539.8712953,7.137931034,1.37321955,5.605263158,5.485274557,1.57679113,0.646686022,426.4559826,20.09515899,691.8927813,597.3409458,383.7388913,750.4660824,0.651995759,1065.876543,0.681486289,5.291992456,0.569962051,0.656979531,18.33090909,8.692268236,1612.493531,8.816705711,1.639840047,1.011775599,1227.85124,3.988023952,1369.486885,0.956569612,4.972789116,0.824893078,1.195139932,0.735196582,0.941885267,1.070696562,1.453289364,1364.695923,4.10044843,0.585794528,384.622001,0
Afghanistan,Ireland,Ireland,3 wickets,Greater Noida,22-Mar-17,3853,/wi/engine/match/1040497.html,1040497,32.00978964,529.1966679,25.69534218,14.22494205,23.59183673,13.45792564,473.4730751,31.94316201,7.268810076,18.78368534,27.40569031,8.496995932,19.60258985,0.851056521,870.5210938,22.87896942,26.76728679,1651.483948,807.0625,669.5254709,21.61737687,4.854759662,1507.020625,953.1992759,5.718043918,4.826484018,6.219274523,1.282006178,1127.91051,4.483561644,4.338992333,6.960604419,0.750148064,5.36993988,5.291028446,828,6.087338311,8.118810555,541.7218011,5.240574506,1.429801695,5.610759494,4.717311618,1.328676832,0.647987964,448.166843,25.24554928,712.6680042,1042.389428,422.8095405,594.5580784,0.662087225,1152.814815,0.615021774,5.294331745,1.215877908,1.018490877,18.33090909,11.49579302,1635.464918,9.576699629,1.059936846,1.020862492,1522.07438,3.975644699,1267.450128,1.018078261,3.833333333,0.906136349,0.99733614,0.873528059,1.032488587,0.662607802,1.520977821,1377.906574,5.368421053,0.921951792,1292,0
Afghanistan,Ireland,Afghanistan,7 wickets,Greater Noida,24-Mar-17,3854,/wi/engine/match/1040499.html,1040499,31.43059695,487.6305449,26.35920934,25.64767104,21.80384876,19.58446029,457.1640982,31.86452366,6.308382701,18.86340493,20.57705275,5.640826611,19.3207007,1.361215151,1755,14.34867475,26.5336444,1644.956667,909.3175,625.9147456,21.40727796,4.857488944,1402.880669,1568.135134,6.179061462,4.753474762,5.897041963,1.232899724,543.84,4.481879195,4.32433891,7.133623144,1.06320017,5.2,5.291028446,1618.31405,6.150795094,8.160217744,1245.67474,4.681818182,1.017660506,5.461764706,7.268810076,1.165668756,1.206778481,428.5195056,20.00013924,712.6680042,570.8571686,427.5238747,743.8016529,0.943649252,1165.983379,0.624298568,5.307700681,1.403725215,0.661454924,17.02963738,10.79766243,1038.271605,3.546235481,1.763917242,1.143173035,1522.07438,5.37833595,585.8333025,1.018078261,4.853658537,0.572991269,0.783332315,0.722006034,0.648369534,1.070696562,1.569102418,1434.576125,4.179007323,0.622463734,438.1607664,1
